label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67
A,0.0,0.0,0.0,0.31586605310440063,-0.12282031029462814,0.18222767114639282,0.25694116950035095,-0.31160154938697815,0.20052726566791534,0.5575588941574097,-0.4177405834197998,0.231425479054451,0.4586576223373413,-0.5992020964622498,0.3752703368663788,0.6835121512413025,-0.8143609762191772,0.19041472673416138,0.6577373743057251,-0.9717876315116882,0.009254992008209229,0.8015610575675964,-1.040799856185913,0.08821406960487366,0.441760778427124,-1.1012494564056396,-0.1592295616865158,0.21267518401145935,-0.9657710194587708,-0.14851126074790955,0.3221847116947174,-1.0927506685256958,0.1634451448917389,0.3657582402229309,-1.37941575050354,-0.12608228623867035,0.6430150866508484,-1.445455551147461,-0.1457814872264862,0.021436646580696106,-0.7952014207839966,0.18646153807640076,0.10198050737380981,-0.9956848621368408,-0.02765270322561264,0.17055058479309082,-1.1457618474960327,0.058191489428281784,0.31945639848709106,-1.4327372312545776,-0.12061341106891632,-0.3676648736000061,-0.6750677824020386,-0.014204183593392372,-0.21525606513023376,-0.7557843923568726,0.2733701467514038,-0.1527150720357895,-0.9719493985176086,0.025110360234975815,-0.236503466963768,-1.1434507369995117,-0.059515587985515594,0.39235028624534607,0.5128350853919983,0.644435465335846,0.7678298950195312,0.4885069727897644
A,0.0,0.0,0.0,0.4337121546268463,-0.16400878131389618,-0.0689050629734993,0.36336153745651245,-0.5285316109657288,-0.13044074177742004,0.47304025292396545,-0.42847180366516113,0.02329612523317337,0.6955251693725586,-0.5990327596664429,0.2199329435825348,0.5816716551780701,-0.6012680530548096,0.022287514060735703,0.6550531983375549,-0.971792995929718,-0.044554490596055984,0.7917687296867371,-0.8680051565170288,-0.07187625020742416,0.8127738833427429,-1.1161115169525146,-0.33562028408050537,0.30090245604515076,-0.9534280300140381,-0.020800966769456863,0.27379390597343445,-1.0820722579956055,-0.04387540742754936,0.39483749866485596,-1.179774284362793,-0.14255192875862122,0.46602314710617065,-1.2282365560531616,-0.17408159375190735,0.19930575788021088,-0.7757234573364258,-0.18744589388370514,0.10603196173906326,-0.9394947290420532,-0.05417502671480179,0.28903165459632874,-0.7110349535942078,-0.0326506681740284,0.45351332426071167,-1.1446657180786133,-0.05981946736574173,-0.20881737768650055,-0.649552047252655,-0.12412352859973907,-0.0805710032582283,-0.9586209058761597,0.06302256137132645,0.3113677501678467,-1.3070586919784546,0.16066494584083557,-0.06441173702478409,-1.261181354522705,0.2634712755680084,0.4879188537597656,0.6682589054107666,0.3553582727909088,0.46586307883262634,0.7383584380149841
A,0.0,0.0,0.0,0.21500034630298615,-0.20048151910305023,0.06647998839616776,0.48800724744796753,-0.460351824760437,0.26970407366752625,0.15714393556118011,-0.3943765461444855,0.09889023751020432,0.46383896470069885,-0.3949792981147766,0.04507581144571304,0.48350152373313904,-0.8405444025993347,0.08752084523439407,0.7016014456748962,-0.9769620299339294,0.14096876978874207,0.7587694525718689,-0.9020589590072632,0.13900719583034515,0.7724530100822449,-1.2111785411834717,0.13344192504882812,0.32675090432167053,-0.945095419883728,0.005334001034498215,0.477216511964798,-1.0476361513137817,0.07629579305648804,0.3475892245769501,-1.091728925704956,0.2573036253452301,0.613493800163269,-1.1988208293914795,0.253328800201416,-0.01998409628868103,-0.6978580951690674,-0.042657021433115005,0.08656369149684906,-0.9352208971977234,0.04652262479066849,0.17218349874019623,-1.18691086769104,0.08858354389667511,0.02762116864323616,-1.4166491031646729,-0.0862974226474762,-0.2140766829252243,-0.5359964966773987,0.06268811225891113,-0.27232441306114197,-0.8987484574317932,0.008010520599782467,-0.15884830057621002,-0.9364858865737915,0.04827144742012024,-0.08229094743728638,-1.3043853044509888,0.13705387711524963,0.23519252240657806,0.4721984267234802,0.45617926120758057,0.7216864228248596,0.7831469774246216
A,0.0,0.0,0.0,0.1897953897714615,0.024836143478751183,0.07428161054849625,0.34537115693092346,-0.40370190143585205,0.10636115819215775,0.45951834321022034,-0.16905434429645538,-0.19964542984962463,0.4180794656276703,-0.4369928538799286,-0.0611146055161953,0.5539173483848572,-0.6459586024284363,-0.16849684715270996,0.7119988799095154,-0.7245134115219116,0.04876500740647316,0.8988437652587891,-0.9640052914619446,-0.22672413289546967,1.0481740236282349,-0.9261437654495239,-0.12440913170576096,0.5000275373458862,-0.8628191947937012,0.07426616549491882,0.4758302867412567,-0.6984874606132507,0.1306280940771103,0.5665547847747803,-0.9075023531913757,-0.01096995547413826,0.8426014184951782,-1.2446659803390503,-0.0012986700749024749,0.17668524384498596,-0.9032719135284424,-0.18099069595336914,-0.04862714186310768,-0.8581492900848389,0.1027696505188942,0.489053875207901,-0.8474100828170776,0.1597513109445572,0.3139207363128662,-1.1722406148910522,0.09608588367700577,-0.16628102958202362,-0.5547214150428772,-0.2765202522277832,-0.15472547709941864,-0.8591942191123962,-0.09553074091672897,-0.030673321336507797,-0.9954991936683655,-0.21527904272079468,-0.07708825916051865,-0.9340577125549316,-0.005220179446041584,0.1855880320072174,0.5698570609092712,0.5185304880142212,0.4098159968852997,0.47482115030288696
A,0.0,0.0,0.0,0.36033520102500916,-0.3860994577407837,-0.02253500372171402,0.5491586923599243,-0.49226492643356323,0.055417776107788086,0.6339824795722961,-0.5373719334602356,-0.09825093299150467,0.6022803783416748,-0.38154536485671997,0.05238289013504982,0.5725969672203064,-0.841162919998169,0.14809004962444305,0.616446316242218,-0.8966906666755676,-0.01293552853167057,0.9863914847373962,-1.0911929607391357,-0.16160432994365692,0.8109777569770813,-1.1165165901184082,-0.06510023772716522,0.3162691593170166,-0.9426414966583252,-0.10677441209554672,0.5826221704483032,-1.1696076393127441,-0.01327834278345108,0.7259657979011536,-1.2346127033233643,0.17755740880966187,0.9735537171363831,-1.3298969268798828,0.2559819519519806,0.0283985398709774,-0.79569411277771,0.22099079191684723,0.0030266863759607077,-1.1064682006835938,0.054564833641052246,0.30940911173820496,-1.1709085702896118,0.018917664885520935,0.47374024987220764,-1.3576713800430298,0.2842213213443756,-0.08946599811315536,-0.6575573086738586,0.02521972917020321,-0.10770425945520401,-0.7994940280914307,0.13884994387626648,-0.05453924834728241,-0.8742780089378357,0.270157128572464,0.09608742594718933,-1.031436562538147,0.2786622643470764,0.12284114956855774,0.42201319336891174,0.8447378277778625,0.7198234796524048,0.4883122444152832
A,0.0,0.0,0.0,0.2624984383583069,-0.2195790410041809,-0.1395653933286667,0.2598656117916107,-0.1648198515176773,-0.029063144698739052,0.4348743259906769,-0.43573465943336487,-0.1668396145105362,0.36766400933265686,-0.4451052248477936,0.0631396546959877,0.29255419969558716,-0.5596312880516052,-0.08134876936674118,0.5119380950927734,-0.8282840847969055,-0.2871788442134857,0.7675769329071045,-0.7829745411872864,-0.2727043032646179,0.6776909828186035,-0.7863050699234009,0.00803118571639061,0.1943284124135971,-0.9768519401550293,-0.08942452073097229,0.2640252113342285,-1.2453221082687378,-0.03358734771609306,0.31640762090682983,-1.049181342124939,0.11961767822504044,0.5393753051757812,-1.242136001586914,-0.10467428714036942,0.2249755561351776,-0.6949708461761475,-0.06552246958017349,0.0655113235116005,-0.85122150182724,-0.10054048150777817,0.12022863328456879,-1.0089387893676758,-0.13270863890647888,0.23900380730628967,-1.0858129262924194,-0.10086950659751892,-0.26548171043395996,-0.42391327023506165,-0.3108183443546295,-0.08510745316743851,-0.6443982124328613,-0.339516818523407,-0.06033170223236084,-0.9026324152946472,-0.28078290820121765,-0.011529241688549519,-1.161928415298462,0.12262748926877975,0.3141365051269531,0.4557413160800934,0.43550604581832886,0.3926878571510315,0.8927673697471619
A,0.0,0.0,0.0,0.2150300145149231,-0.13700948655605316,-0.19803133606910706,0.5950751900672913,-0.16500581800937653,-0.05260950326919556,0.6625253558158875,-0.08739712089300156,-0.037246618419885635,0.49127110838890076,-0.47948798537254333,-0.2277851402759552,0.5805920958518982,-0.6471633315086365,-0.09613396972417831,0.7248372435569763,-0.9087978601455688,-0.023751940578222275,0.6018912196159363,-1.0041943788528442,-0.07002699375152588,0.7167766690254211,-0.8909825682640076,-0.09331712871789932,0.5916796922683716,-0.8061723709106445,-0.0011483984999358654,0.32221856713294983,-0.9542918801307678,-0.0257631316781044,0.4874019920825958,-0.9762013554573059,-0.05692533031105995,0.7122601270675659,-1.5258337259292603,0.04096939042210579,0.24102210998535156,-0.7665629982948303,0.16863317787647247,0.32292675971984863,-0.8729410767555237,0.04049503058195114,0.4217822849750519,-0.8526999354362488,-0.19123166799545288,0.3881198763847351,-1.0615370273590088,-0.02736154943704605,-0.13973474502563477,-0.5261555314064026,-0.1597234010696411,-0.06347621977329254,-0.5996224880218506,-0.051232315599918365,0.03894133120775223,-0.6722357869148254,-0.052815549075603485,-0.004620151594281197,-1.0662002563476562,-0.037770550698041916,0.3746475875377655,0.2792884111404419,0.7309077382087708,0.3834857642650604,0.5698918104171753
A,0.0,0.0,0.0,0.31140434741973877,-0.13834823668003082,-0.014578835107386112,0.8468679785728455,-0.5119357109069824,-0.22733190655708313,0.5972408056259155,-0.5992268919944763,-0.19068820774555206,1.0118433237075806,-0.38500455021858215,-0.10691520571708679,0.5461252331733704,-0.9234188795089722,-0.14613573253154755,0.9391030073165894,-1.1472532749176025,-0.33075645565986633,1.2073047161102295,-1.026532769203186,-0.22700135409832,1.1319420337677002,-1.478285551071167,-0.09350282698869705,0.3883460462093353,-0.9173539280891418,-0.08745899051427841,0.4300380349159241,-1.624154806137085,-0.09341000020503998,0.5829117894172668,-1.2992154359817505,0.009493427351117134,0.7585612535476685,-1.691270112991333,0.23579734563827515,0.2895895540714264,-1.0801323652267456,-0.1363191157579422,0.39382877945899963,-1.1594971418380737,0.19412359595298767,0.5848643183708191,-1.439426302909851,-0.04314436390995979,0.763113260269165,-1.517612099647522,-0.16128814220428467,-0.32962173223495483,-0.5797664523124695,0.1563170999288559,-0.31711873412132263,-1.0419377088546753,-0.039564166218042374,-0.06221996992826462,-1.21551513671875,-0.08290885388851166,-0.106367327272892,-1.2932065725326538,0.055473778396844864,0.24047569930553436,0.8085967302322388,0.9167879819869995,0.6451640725135803,0.7543266415596008
A,0.0,0.0,0.0,0.2644433379173279,-0.2651938199996948,0.009135566651821136,0.36966603994369507,-0.31215402483940125,0.019746648147702217,0.4866512715816498,-0.3953767418861389,0.1145721897482872,0.44745033979415894,-0.27387532591819763,0.05439411476254463,0.31774020195007324,-0.7387235164642334,-0.08908836543560028,0.6145569086074829,-0.8649703860282898,-0.06053099408745766,0.44068673253059387,-0.9238518476486206,-0.18591536581516266,0.4944399297237396,-0.8972939848899841,0.06292669475078583,0.26172003149986267,-0.9645456671714783,-0.03397553041577339,0.24512948095798492,-1.1267088651657104,0.11741331219673157,0.47303855419158936,-1.1691877841949463,-0.035228315740823746,0.5684930682182312,-1.5118228197097778,-0.1547463834285736,-0.052197057753801346,-0.837031364440918,-0.054284874349832535,0.22875727713108063,-0.8640204668045044,-0.04870697855949402,0.21588999032974243,-0.948039710521698,0.025752002373337746,0.2810336649417877,-1.223298192024231,0.0017348220571875572,-0.17615869641304016,-0.5414430499076843,0.02544848807156086,-0.07860788702964783,-0.8638750314712524,0.05471031367778778,-0.0715949684381485,-0.7577059268951416,-0.13039714097976685,0.14941035211086273,-1.1071076393127441,-0.06429274380207062,0.09336008131504059,0.2819148004055023,0.6389111876487732,0.5132085680961609,0.6588058471679688
A,0.0,0.0,0.0,0.14580731093883514,-0.17548270523548126,-0.030428729951381683,0.1010982096195221,-0.155207097530365,-0.06531192362308502,0.14565517008304596,-0.37953615188598633,0.28059136867523193,0.607804536819458,-0.4081939458847046,0.07399437576532364,0.3968904912471771,-0.5591441988945007,0.0039978111162781715,0.6291477084159851,-0.8472496271133423,-0.026673797518014908,0.5650547742843628,-1.0754594802856445,-0.02518356405198574,0.6559478640556335,-0.9947363138198853,-0.08039623498916626,0.2337666153907776,-0.9718228578567505,-0.030224133282899857,0.051135238260030746,-0.927383542060852,0.09499864280223846,0.4711074233055115,-1.4238418340682983,0.2893664836883545,0.4261351227760315,-1.0492931604385376,-0.026801949366927147,-0.06183784455060959,-0.912326455116272,-0.10947772115468979,0.28111782670021057,-0.8770753145217896,-0.04985503852367401,0.29344749450683594,-0.9117121696472168,-0.04271019622683525,0.29853352904319763,-0.874301016330719,-0.06762514263391495,-0.39036762714385986,-0.5056724548339844,0.08564189821481705,-0.1356235295534134,-0.7360686659812927,-0.12452799081802368,-0.13816604018211365,-1.0356829166412354,-0.059561245143413544,-0.33489885926246643,-1.1397521495819092,-0.12965397536754608,0.5832322835922241,0.5137835741043091,0.20741021633148193,0.36478090286254883,0.6719271540641785
