label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67
G,0.0,0.0,0.0,0.06027332320809364,-0.5512543320655823,0.07648922502994537,0.17280912399291992,-0.950029730796814,0.01753680780529976,0.23716752231121063,-1.3565152883529663,-0.058594897389411926,0.1572350412607193,-1.6523874998092651,-0.15741194784641266,0.6401697397232056,-0.8748924732208252,-0.16611935198307037,1.1018810272216797,-0.9422438740730286,-0.18539634346961975,1.371238350868225,-0.9467619061470032,-0.20052823424339294,1.584473967552185,-0.9143241047859192,-0.22148773074150085,0.7734341025352478,-0.6024425029754639,-0.19713632762432098,0.957760751247406,-0.5653060078620911,-0.107550710439682,0.8261408805847168,-0.5250166654586792,-0.01921524852514267,0.6794955134391785,-0.5130512714385986,0.0070427181199193,0.7912458181381226,-0.2816501259803772,-0.20401015877723694,0.8791357278823853,-0.29745861887931824,-0.07396242022514343,0.7701290845870972,-0.23625583946704865,0.007930437102913857,0.6436097621917725,-0.22596600651741028,0.013166907243430614,0.7820242643356323,0.014696638099849224,-0.20701313018798828,0.8807193636894226,0.0128610385581851,-0.08887350559234619,0.7862082123756409,0.05189888924360275,-0.0053465827368199825,0.6761102080345154,0.05136746168136597,0.03047662228345871,0.7239862680435181,0.9467476010322571,0.24187669157981873,0.26844552159309387,0.2626098096370697
G,0.0,0.0,0.0,0.04880427196621895,-0.5720750093460083,0.08923453092575073,0.15239275991916656,-0.9554786682128906,0.03229428082704544,0.2153669148683548,-1.3576854467391968,-0.04149133712053299,0.14266560971736908,-1.6542680263519287,-0.13997294008731842,0.6436409950256348,-0.8906087279319763,-0.1551310271024704,1.0983847379684448,-0.945923388004303,-0.16707096993923187,1.3616243600845337,-0.9554829001426697,-0.1841987669467926,1.574907898902893,-0.9309127926826477,-0.20718085765838623,0.7716225981712341,-0.6092734336853027,-0.18271403014659882,0.9696215987205505,-0.5888912677764893,-0.07926016300916672,0.837677001953125,-0.5541394948959351,0.009890669956803322,0.6932223439216614,-0.5354956984519958,0.0348648764193058,0.78151935338974,-0.2830705940723419,-0.1830001324415207,0.8693283796310425,-0.32410895824432373,-0.02966301143169403,0.7627893090248108,-0.2688029706478119,0.053934406489133835,0.6398943662643433,-0.24887894093990326,0.055119480937719345,0.764251172542572,0.011176281608641148,-0.17790353298187256,0.8486366868019104,-0.026086177676916122,-0.03278595581650734,0.7519967555999756,0.0058885375037789345,0.05798641964793205,0.6429278254508972,0.016391947865486145,0.09415584057569504,0.7197757363319397,0.9335907697677612,0.242755725979805,0.27915525436401367,0.2979309558868408
G,0.0,0.0,0.0,0.05613178387284279,-0.5655794739723206,0.09384504705667496,0.1714434027671814,-0.9594050049781799,0.04442358389496803,0.23861053586006165,-1.3641036748886108,-0.021130342036485672,0.15183746814727783,-1.6552287340164185,-0.11119631677865982,0.650481104850769,-0.8814123272895813,-0.14573165774345398,1.1141046285629272,-0.93882817029953,-0.14450760185718536,1.3752394914627075,-0.9449373483657837,-0.14949250221252441,1.5869286060333252,-0.9145498871803284,-0.16485722362995148,0.7802870869636536,-0.6017389893531799,-0.17047667503356934,0.9738555550575256,-0.5788968205451965,-0.055163510143756866,0.8341686725616455,-0.5473662614822388,0.041663412004709244,0.6855260133743286,-0.5322657823562622,0.07155264168977737,0.7932495474815369,-0.2777026295661926,-0.16745378077030182,0.8825723528862,-0.3135656714439392,-0.005927016027271748,0.7681276798248291,-0.25678765773773193,0.07809200882911682,0.6420713067054749,-0.23825587332248688,0.0787125751376152,0.7804731726646423,0.014843487180769444,-0.1584683507680893,0.8610228300094604,-0.02037660777568817,-0.011444555595517159,0.7581030130386353,0.019736072048544884,0.07585786283016205,0.6486284732818604,0.03594139963388443,0.1096884161233902,0.7132830023765564,0.9372288584709167,0.2690434455871582,0.29156264662742615,0.299560010433197
G,0.0,0.0,0.0,0.05613178387284279,-0.5655794739723206,0.09384504705667496,0.1714434027671814,-0.9594050049781799,0.04442358389496803,0.23861053586006165,-1.3641036748886108,-0.021130342036485672,0.15183746814727783,-1.6552287340164185,-0.11119631677865982,0.650481104850769,-0.8814123272895813,-0.14573165774345398,1.1141046285629272,-0.93882817029953,-0.14450760185718536,1.3752394914627075,-0.9449373483657837,-0.14949250221252441,1.5869286060333252,-0.9145498871803284,-0.16485722362995148,0.7802870869636536,-0.6017389893531799,-0.17047667503356934,0.9738555550575256,-0.5788968205451965,-0.055163510143756866,0.8341686725616455,-0.5473662614822388,0.041663412004709244,0.6855260133743286,-0.5322657823562622,0.07155264168977737,0.7932495474815369,-0.2777026295661926,-0.16745378077030182,0.8825723528862,-0.3135656714439392,-0.005927016027271748,0.7681276798248291,-0.25678765773773193,0.07809200882911682,0.6420713067054749,-0.23825587332248688,0.0787125751376152,0.7804731726646423,0.014843487180769444,-0.1584683507680893,0.8610228300094604,-0.02037660777568817,-0.011444555595517159,0.7581030130386353,0.019736072048544884,0.07585786283016205,0.6486284732818604,0.03594139963388443,0.1096884161233902,0.7132830023765564,0.9372288584709167,0.2690434455871582,0.29156264662742615,0.299560010433197
G,0.0,0.0,0.0,0.03279853239655495,-0.5534801483154297,0.0892585813999176,0.14532682299613953,-0.9637656807899475,0.03384857997298241,0.21613235771656036,-1.3624827861785889,-0.03740633651614189,0.12389688938856125,-1.6573244333267212,-0.13216592371463776,0.6291665434837341,-0.8942420482635498,-0.16735589504241943,1.0950616598129272,-0.9421272873878479,-0.17344099283218384,1.3589025735855103,-0.9564855694770813,-0.1820390820503235,1.5683146715164185,-0.9375612735748291,-0.20027130842208862,0.7660292387008667,-0.6123350262641907,-0.19556325674057007,0.9283180236816406,-0.5777722597122192,-0.08667616546154022,0.7955400943756104,-0.5444902777671814,0.009265957400202751,0.6612237095832825,-0.5186250805854797,0.034299664199352264,0.7845529317855835,-0.2877877652645111,-0.19558389484882355,0.8590607047080994,-0.31852033734321594,-0.047551658004522324,0.7508628368377686,-0.2689971625804901,0.035775575786828995,0.6295285820960999,-0.24691100418567657,0.03477310761809349,0.7827567458152771,0.011189345270395279,-0.18901216983795166,0.8572375774383545,-0.022899556905031204,-0.04788282513618469,0.7556872963905334,0.018658239394426346,0.044250790029764175,0.6484926342964172,0.03683700039982796,0.08029001206159592,0.7134730219841003,0.9407227039337158,0.2694489359855652,0.28065603971481323,0.30200716853141785
G,0.0,0.0,0.0,0.043685197830200195,-0.5652865171432495,0.07833661139011383,0.16469496488571167,-0.9561406970024109,0.02132653445005417,0.21687141060829163,-1.3741048574447632,-0.05068281665444374,0.12554775178432465,-1.6749531030654907,-0.14568015933036804,0.648659884929657,-0.8910623788833618,-0.14636243879795074,1.1102256774902344,-0.9453012943267822,-0.15589217841625214,1.3705341815948486,-0.9621993899345398,-0.16697034239768982,1.578945279121399,-0.9441688656806946,-0.1852836310863495,0.7787177562713623,-0.6047866344451904,-0.16682866215705872,0.9489148259162903,-0.6031201481819153,-0.058007657527923584,0.8094203472137451,-0.5832697749137878,0.04259612783789635,0.6701585054397583,-0.5612441301345825,0.07498438656330109,0.7879681587219238,-0.28391125798225403,-0.16397538781166077,0.8559027314186096,-0.35680508613586426,-0.01705489680171013,0.7396211624145508,-0.30429723858833313,0.06999381631612778,0.6187236309051514,-0.2744881808757782,0.07534581422805786,0.7710925936698914,0.004370620474219322,-0.1559111773967743,0.8245565295219421,-0.07153752446174622,-0.017042238265275955,0.7190133929252625,-0.03640789911150932,0.07380931079387665,0.6137527823448181,-0.013694077730178833,0.11122147738933563,0.7389958500862122,0.932612419128418,0.26861611008644104,0.2932697534561157,0.31055113673210144
G,0.0,0.0,0.0,0.043685197830200195,-0.5652865171432495,0.07833661139011383,0.16469496488571167,-0.9561406970024109,0.02132653445005417,0.21687141060829163,-1.3741048574447632,-0.05068281665444374,0.12554775178432465,-1.6749531030654907,-0.14568015933036804,0.648659884929657,-0.8910623788833618,-0.14636243879795074,1.1102256774902344,-0.9453012943267822,-0.15589217841625214,1.3705341815948486,-0.9621993899345398,-0.16697034239768982,1.578945279121399,-0.9441688656806946,-0.1852836310863495,0.7787177562713623,-0.6047866344451904,-0.16682866215705872,0.9489148259162903,-0.6031201481819153,-0.058007657527923584,0.8094203472137451,-0.5832697749137878,0.04259612783789635,0.6701585054397583,-0.5612441301345825,0.07498438656330109,0.7879681587219238,-0.28391125798225403,-0.16397538781166077,0.8559027314186096,-0.35680508613586426,-0.01705489680171013,0.7396211624145508,-0.30429723858833313,0.06999381631612778,0.6187236309051514,-0.2744881808757782,0.07534581422805786,0.7710925936698914,0.004370620474219322,-0.1559111773967743,0.8245565295219421,-0.07153752446174622,-0.017042238265275955,0.7190133929252625,-0.03640789911150932,0.07380931079387665,0.6137527823448181,-0.013694077730178833,0.11122147738933563,0.7389958500862122,0.932612419128418,0.26861611008644104,0.2932697534561157,0.31055113673210144
G,0.0,0.0,0.0,0.03685815632343292,-0.5761370658874512,0.06747947633266449,0.1588892787694931,-0.964012861251831,0.0075277965515851974,0.21014443039894104,-1.3790602684020996,-0.06541324406862259,0.11801229417324066,-1.6705654859542847,-0.16086642444133759,0.6458035707473755,-0.8947772979736328,-0.1485060602426529,1.1024223566055298,-0.9570448994636536,-0.15089675784111023,1.361020803451538,-0.9807670712471008,-0.15585541725158691,1.5656452178955078,-0.9644111394882202,-0.16975562274456024,0.7786386609077454,-0.6057828664779663,-0.16355104744434357,0.9250310063362122,-0.6125569939613342,-0.04611731693148613,0.7953225374221802,-0.5978368520736694,0.055504851043224335,0.6675093770027161,-0.5714390277862549,0.0863565057516098,0.7873027324676514,-0.2874299883842468,-0.15543781220912933,0.8471068739891052,-0.3726811707019806,-0.005193172954022884,0.7327650785446167,-0.3276764750480652,0.080446757376194,0.6181144714355469,-0.2935240566730499,0.08387540280818939,0.7698678374290466,-0.00645569758489728,-0.14293700456619263,0.8183749914169312,-0.09592697769403458,-7.245846063597128e-05,0.711179256439209,-0.06078645586967468,0.0935194194316864,0.6070793271064758,-0.03021141141653061,0.1325424313545227,0.7274916768074036,0.9227182865142822,0.27565014362335205,0.2931426465511322,0.3208634555339813
G,0.0,0.0,0.0,0.03685815632343292,-0.5761370658874512,0.06747947633266449,0.1588892787694931,-0.964012861251831,0.0075277965515851974,0.21014443039894104,-1.3790602684020996,-0.06541324406862259,0.11801229417324066,-1.6705654859542847,-0.16086642444133759,0.6458035707473755,-0.8947772979736328,-0.1485060602426529,1.1024223566055298,-0.9570448994636536,-0.15089675784111023,1.361020803451538,-0.9807670712471008,-0.15585541725158691,1.5656452178955078,-0.9644111394882202,-0.16975562274456024,0.7786386609077454,-0.6057828664779663,-0.16355104744434357,0.9250310063362122,-0.6125569939613342,-0.04611731693148613,0.7953225374221802,-0.5978368520736694,0.055504851043224335,0.6675093770027161,-0.5714390277862549,0.0863565057516098,0.7873027324676514,-0.2874299883842468,-0.15543781220912933,0.8471068739891052,-0.3726811707019806,-0.005193172954022884,0.7327650785446167,-0.3276764750480652,0.080446757376194,0.6181144714355469,-0.2935240566730499,0.08387540280818939,0.7698678374290466,-0.00645569758489728,-0.14293700456619263,0.8183749914169312,-0.09592697769403458,-7.245846063597128e-05,0.711179256439209,-0.06078645586967468,0.0935194194316864,0.6070793271064758,-0.03021141141653061,0.1325424313545227,0.7274916768074036,0.9227182865142822,0.27565014362335205,0.2931426465511322,0.3208634555339813
G,0.0,0.0,0.0,0.028085658326745033,-0.5677521228790283,0.07091595977544785,0.13986097276210785,-0.950495719909668,0.007160591892898083,0.1946420818567276,-1.3610814809799194,-0.07177221775054932,0.10559288412332535,-1.6573556661605835,-0.17330557107925415,0.6333367228507996,-0.897904634475708,-0.15796248614788055,1.0904474258422852,-0.9565200805664062,-0.17020219564437866,1.349257469177246,-0.9764747619628906,-0.18276457488536835,1.5556563138961792,-0.9594868421554565,-0.20165514945983887,0.7686091065406799,-0.6139732003211975,-0.1796577274799347,0.9041818976402283,-0.5943077206611633,-0.07578424364328384,0.7768505215644836,-0.569790244102478,0.018973473459482193,0.6516653299331665,-0.5414367914199829,0.045517660677433014,0.7781544923782349,-0.2948686480522156,-0.1772339642047882,0.8183314800262451,-0.35729968547821045,-0.03813651576638222,0.7101181149482727,-0.3067724108695984,0.04548798128962517,0.599679708480835,-0.2724436819553375,0.048270080238580704,0.7633322477340698,-0.007598976604640484,-0.17011761665344238,0.7955560684204102,-0.07814773917198181,-0.03107587620615959,0.6904981732368469,-0.040862075984478,0.06425579637289047,0.5891874432563782,-0.01288940105587244,0.10451418906450272,0.7303377389907837,0.9254052639007568,0.2638964354991913,0.28845828771591187,0.3252338171005249
G,0.0,0.0,0.0,0.038119569420814514,-0.5628570914268494,0.07229268550872803,0.15744413435459137,-0.9469799399375916,0.007995445281267166,0.20475885272026062,-1.3622393608093262,-0.07181079685688019,0.11327115446329117,-1.658869981765747,-0.17383210361003876,0.6390442848205566,-0.894739031791687,-0.1566145420074463,1.0949617624282837,-0.9499005675315857,-0.1661396473646164,1.3525207042694092,-0.9727706909179688,-0.17387178540229797,1.55838143825531,-0.9622808694839478,-0.1893499791622162,0.7677127718925476,-0.6148990392684937,-0.18032260239124298,0.9232927560806274,-0.5970627665519714,-0.07591407001018524,0.7933686375617981,-0.5763908624649048,0.023136883974075317,0.6608350872993469,-0.5554724931716919,0.0538758859038353,0.7775604724884033,-0.29877910017967224,-0.18032924830913544,0.8261001706123352,-0.3601211607456207,-0.037847962230443954,0.7144498229026794,-0.3086734116077423,0.04976125806570053,0.5989318490028381,-0.27922552824020386,0.05457589402794838,0.7613612413406372,-0.01540556363761425,-0.17627641558647156,0.7900352478027344,-0.08554598689079285,-0.03330172970890999,0.6825597286224365,-0.05195925012230873,0.06275041401386261,0.5794490575790405,-0.02803868055343628,0.10227468609809875,0.7360706329345703,0.9223960041999817,0.26420313119888306,0.29575490951538086,0.33292996883392334
