label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67
D,0.0,0.0,0.0,0.2317810207605362,-0.2274569571018219,-0.10504167526960373,0.34119874238967896,-0.6041176319122314,-0.1399098038673401,0.3031059205532074,-0.8969547152519226,-0.17530524730682373,0.17757034301757812,-1.0635490417480469,-0.2138950526714325,0.14187991619110107,-1.0060158967971802,-0.07953418791294098,0.16506195068359375,-1.4084542989730835,-0.1628456562757492,0.17372213304042816,-1.6599843502044678,-0.22883839905261993,0.17499110102653503,-1.8619155883789062,-0.28232938051223755,-0.032121121883392334,-0.9948396682739258,-0.09624087810516357,-0.07211265712976456,-1.385574221611023,-0.25109487771987915,0.006899425759911537,-1.2420955896377563,-0.3394399881362915,0.06372090429067612,-1.0167853832244873,-0.37066400051116943,-0.19083788990974426,-0.9018641710281372,-0.12375053018331528,-0.3007630705833435,-1.26960289478302,-0.2565412223339081,-0.21733422577381134,-1.1929997205734253,-0.3123244047164917,-0.14300161600112915,-0.9980440139770508,-0.323234885931015,-0.34942999482154846,-0.757683277130127,-0.16225092113018036,-0.47351688146591187,-1.0504438877105713,-0.2648957669734955,-0.4179939925670624,-1.0729410648345947,-0.31733381748199463,-0.3432009518146515,-0.9748300909996033,-0.3411614000797272,0.4932801127433777,0.8802196383476257,0.2915053367614746,0.2265676110982895,0.2814258337020874
D,0.0,0.0,0.0,0.23242399096488953,-0.22218859195709229,-0.10521937161684036,0.3396226763725281,-0.6079261302947998,-0.1381542831659317,0.3041228652000427,-0.9009465575218201,-0.17234723269939423,0.17639437317848206,-1.0605026483535767,-0.21060770750045776,0.13770054280757904,-1.0078240633010864,-0.07951270043849945,0.15846826136112213,-1.4111790657043457,-0.16246865689754486,0.17055128514766693,-1.6639978885650635,-0.22951224446296692,0.17288844287395477,-1.864884614944458,-0.2839692234992981,-0.03467031940817833,-0.9948021769523621,-0.0957423597574234,-0.07722003757953644,-1.3874527215957642,-0.25299206376075745,0.002806759672239423,-1.2407702207565308,-0.3429994583129883,0.0572834387421608,-1.0102558135986328,-0.37485262751579285,-0.1931687444448471,-0.9028621912002563,-0.12265670299530029,-0.3014158308506012,-1.2812060117721558,-0.2588154077529907,-0.21451905369758606,-1.2031681537628174,-0.3170129954814911,-0.14093159139156342,-0.9984942674636841,-0.32843565940856934,-0.3522385060787201,-0.7608020305633545,-0.1603371948003769,-0.4739636778831482,-1.0570558309555054,-0.2663796842098236,-0.4122646450996399,-1.0723661184310913,-0.32102933526039124,-0.33693811297416687,-0.9581215977668762,-0.3457370102405548,0.48653721809387207,0.8818126916885376,0.29427340626716614,0.23285016417503357,0.2711866497993469
D,0.0,0.0,0.0,0.2324310541152954,-0.22863319516181946,-0.09500531107187271,0.3332926332950592,-0.6199730634689331,-0.12196828424930573,0.29400885105133057,-0.9105513095855713,-0.15113835036754608,0.1723850518465042,-1.0696784257888794,-0.18371571600437164,0.1328999549150467,-1.006470799446106,-0.06688510626554489,0.15309172868728638,-1.4020644426345825,-0.14195680618286133,0.1665906459093094,-1.6491018533706665,-0.20436283946037292,0.16838254034519196,-1.8484357595443726,-0.2562819719314575,-0.038295015692710876,-0.9956362247467041,-0.08510026335716248,-0.07813689112663269,-1.3783968687057495,-0.2319989949464798,0.0057236384600400925,-1.2336176633834839,-0.31717413663864136,0.05738220736384392,-1.009596824645996,-0.3475014865398407,-0.193605437874794,-0.9046190977096558,-0.11303848773241043,-0.3014385402202606,-1.2782670259475708,-0.23979884386062622,-0.21326932311058044,-1.1986875534057617,-0.2935788631439209,-0.14310726523399353,-1.0011212825775146,-0.3041381239891052,-0.3471933603286743,-0.7617163062095642,-0.15103553235530853,-0.46600401401519775,-1.0546302795410156,-0.2502897381782532,-0.40410372614860535,-1.0707511901855469,-0.3006027340888977,-0.3303873836994171,-0.9640551805496216,-0.3233720362186432,0.4816003143787384,0.8637332916259766,0.2796487510204315,0.21995864808559418,0.2663143277168274
D,0.0,0.0,0.0,0.2324310541152954,-0.22863319516181946,-0.09500531107187271,0.3332926332950592,-0.6199730634689331,-0.12196828424930573,0.29400885105133057,-0.9105513095855713,-0.15113835036754608,0.1723850518465042,-1.0696784257888794,-0.18371571600437164,0.1328999549150467,-1.006470799446106,-0.06688510626554489,0.15309172868728638,-1.4020644426345825,-0.14195680618286133,0.1665906459093094,-1.6491018533706665,-0.20436283946037292,0.16838254034519196,-1.8484357595443726,-0.2562819719314575,-0.038295015692710876,-0.9956362247467041,-0.08510026335716248,-0.07813689112663269,-1.3783968687057495,-0.2319989949464798,0.0057236384600400925,-1.2336176633834839,-0.31717413663864136,0.05738220736384392,-1.009596824645996,-0.3475014865398407,-0.193605437874794,-0.9046190977096558,-0.11303848773241043,-0.3014385402202606,-1.2782670259475708,-0.23979884386062622,-0.21326932311058044,-1.1986875534057617,-0.2935788631439209,-0.14310726523399353,-1.0011212825775146,-0.3041381239891052,-0.3471933603286743,-0.7617163062095642,-0.15103553235530853,-0.46600401401519775,-1.0546302795410156,-0.2502897381782532,-0.40410372614860535,-1.0707511901855469,-0.3006027340888977,-0.3303873836994171,-0.9640551805496216,-0.3233720362186432,0.4816003143787384,0.8637332916259766,0.2796487510204315,0.21995864808559418,0.2663143277168274
D,0.0,0.0,0.0,0.23516440391540527,-0.2340436726808548,-0.10001512616872787,0.3401830494403839,-0.6163474917411804,-0.13398903608322144,0.30623558163642883,-0.9013321399688721,-0.17068038880825043,0.19232133030891418,-1.074169397354126,-0.21118053793907166,0.13642996549606323,-1.0061436891555786,-0.07978156954050064,0.16008228063583374,-1.4076210260391235,-0.16345854103565216,0.17283324897289276,-1.6581169366836548,-0.23125877976417542,0.17488326132297516,-1.8625587224960327,-0.2872341275215149,-0.0313604436814785,-0.9944602251052856,-0.10032619535923004,-0.06463399529457092,-1.385224461555481,-0.2560885548591614,0.018439939245581627,-1.2385329008102417,-0.3490372598171234,0.07059887051582336,-1.0166574716567993,-0.3856126666069031,-0.18587471544742584,-0.9030373096466064,-0.13083018362522125,-0.2953589856624603,-1.2813196182250977,-0.26518383622169495,-0.2068023383617401,-1.1976356506347656,-0.32581627368927,-0.1344250738620758,-0.9969018697738647,-0.3413618206977844,-0.3394353687763214,-0.7606279850006104,-0.17156639695167542,-0.4604867696762085,-1.0585193634033203,-0.2760077118873596,-0.39874690771102905,-1.0739678144454956,-0.33137068152427673,-0.32411664724349976,-0.9642888307571411,-0.3586268723011017,0.4872601628303528,0.8820214867591858,0.3037709593772888,0.23618043959140778,0.27695491909980774
D,0.0,0.0,0.0,0.23269061744213104,-0.23113767802715302,-0.10067968815565109,0.337483286857605,-0.6156578063964844,-0.1336245834827423,0.3007899522781372,-0.9049525856971741,-0.1687258780002594,0.18498940765857697,-1.0806132555007935,-0.20768092572689056,0.13116484880447388,-1.0063729286193848,-0.07671617716550827,0.15299436450004578,-1.4135929346084595,-0.15637189149856567,0.1702490597963333,-1.666561245918274,-0.22151385247707367,0.17385637760162354,-1.8664638996124268,-0.2745359539985657,-0.03995306417346001,-0.9946835041046143,-0.09491275995969772,-0.073885977268219,-1.3850181102752686,-0.2469458132982254,0.015985066071152687,-1.2443538904190063,-0.3384929597377777,0.06826860457658768,-1.015967607498169,-0.3731285035610199,-0.1960078477859497,-0.9028339982032776,-0.12301425635814667,-0.30557751655578613,-1.285837173461914,-0.2545120418071747,-0.21284276247024536,-1.2127093076705933,-0.31633979082107544,-0.13953883945941925,-1.012807011604309,-0.3322744369506836,-0.3494964838027954,-0.7598992586135864,-0.1610994040966034,-0.4709167182445526,-1.061306357383728,-0.2643425464630127,-0.40409228205680847,-1.0771764516830444,-0.31946712732315063,-0.32617783546447754,-0.96124267578125,-0.34565430879592896,0.49489626288414,0.883578896522522,0.29928070306777954,0.24304866790771484,0.2741229832172394
D,0.0,0.0,0.0,0.23269061744213104,-0.23113767802715302,-0.10067968815565109,0.337483286857605,-0.6156578063964844,-0.1336245834827423,0.3007899522781372,-0.9049525856971741,-0.1687258780002594,0.18498940765857697,-1.0806132555007935,-0.20768092572689056,0.13116484880447388,-1.0063729286193848,-0.07671617716550827,0.15299436450004578,-1.4135929346084595,-0.15637189149856567,0.1702490597963333,-1.666561245918274,-0.22151385247707367,0.17385637760162354,-1.8664638996124268,-0.2745359539985657,-0.03995306417346001,-0.9946835041046143,-0.09491275995969772,-0.073885977268219,-1.3850181102752686,-0.2469458132982254,0.015985066071152687,-1.2443538904190063,-0.3384929597377777,0.06826860457658768,-1.015967607498169,-0.3731285035610199,-0.1960078477859497,-0.9028339982032776,-0.12301425635814667,-0.30557751655578613,-1.285837173461914,-0.2545120418071747,-0.21284276247024536,-1.2127093076705933,-0.31633979082107544,-0.13953883945941925,-1.012807011604309,-0.3322744369506836,-0.3494964838027954,-0.7598992586135864,-0.1610994040966034,-0.4709167182445526,-1.061306357383728,-0.2643425464630127,-0.40409228205680847,-1.0771764516830444,-0.31946712732315063,-0.32617783546447754,-0.96124267578125,-0.34565430879592896,0.49489626288414,0.883578896522522,0.29928070306777954,0.24304866790771484,0.2741229832172394
D,0.0,0.0,0.0,0.22870123386383057,-0.23261378705501556,-0.09889216721057892,0.32961320877075195,-0.6167840361595154,-0.1303306370973587,0.2926881015300751,-0.9026244878768921,-0.16394759714603424,0.17663902044296265,-1.0722471475601196,-0.20081496238708496,0.12643469870090485,-1.008428931236267,-0.07216589897871017,0.1451079547405243,-1.4096976518630981,-0.15036271512508392,0.15979406237602234,-1.6595426797866821,-0.21390438079833984,0.16204619407653809,-1.8557624816894531,-0.26542964577674866,-0.04351519048213959,-0.9949654936790466,-0.09027788788080215,-0.07932332158088684,-1.3786685466766357,-0.24121738970279694,0.008949331007897854,-1.2350417375564575,-0.33056893944740295,0.06418821960687637,-1.007058024406433,-0.3629901111125946,-0.1982623040676117,-0.901366651058197,-0.1185709685087204,-0.3075202703475952,-1.2775770425796509,-0.2497979700565338,-0.21735717356204987,-1.2065390348434448,-0.31079933047294617,-0.14310608804225922,-1.0109164714813232,-0.32543331384658813,-0.3494410216808319,-0.7561526894569397,-0.15669593214988708,-0.4727979004383087,-1.0536353588104248,-0.25856977701187134,-0.409742146730423,-1.072474479675293,-0.31287845969200134,-0.3332565128803253,-0.9615176916122437,-0.33825311064720154,0.48560869693756104,0.8698236346244812,0.2934590280056,0.2404899001121521,0.27459007501602173
D,0.0,0.0,0.0,0.22870123386383057,-0.23261378705501556,-0.09889216721057892,0.32961320877075195,-0.6167840361595154,-0.1303306370973587,0.2926881015300751,-0.9026244878768921,-0.16394759714603424,0.17663902044296265,-1.0722471475601196,-0.20081496238708496,0.12643469870090485,-1.008428931236267,-0.07216589897871017,0.1451079547405243,-1.4096976518630981,-0.15036271512508392,0.15979406237602234,-1.6595426797866821,-0.21390438079833984,0.16204619407653809,-1.8557624816894531,-0.26542964577674866,-0.04351519048213959,-0.9949654936790466,-0.09027788788080215,-0.07932332158088684,-1.3786685466766357,-0.24121738970279694,0.008949331007897854,-1.2350417375564575,-0.33056893944740295,0.06418821960687637,-1.007058024406433,-0.3629901111125946,-0.1982623040676117,-0.901366651058197,-0.1185709685087204,-0.3075202703475952,-1.2775770425796509,-0.2497979700565338,-0.21735717356204987,-1.2065390348434448,-0.31079933047294617,-0.14310608804225922,-1.0109164714813232,-0.32543331384658813,-0.3494410216808319,-0.7561526894569397,-0.15669593214988708,-0.4727979004383087,-1.0536353588104248,-0.25856977701187134,-0.409742146730423,-1.072474479675293,-0.31287845969200134,-0.3332565128803253,-0.9615176916122437,-0.33825311064720154,0.48560869693756104,0.8698236346244812,0.2934590280056,0.2404899001121521,0.27459007501602173
D,0.0,0.0,0.0,0.2326807975769043,-0.22803926467895508,-0.10109423100948334,0.33683595061302185,-0.6170819401741028,-0.13531847298145294,0.30120769143104553,-0.9062426090240479,-0.17093722522258759,0.1818169802427292,-1.072858214378357,-0.21065528690814972,0.12752944231033325,-1.011177659034729,-0.08753975480794907,0.14610108733177185,-1.4165037870407104,-0.1733260303735733,0.15773732960224152,-1.6701955795288086,-0.24075037240982056,0.15579450130462646,-1.8705817461013794,-0.2947302758693695,-0.04144139215350151,-0.9933664202690125,-0.10726495087146759,-0.08609482645988464,-1.3955869674682617,-0.2658163607120514,0.003264902625232935,-1.2511181831359863,-0.35747790336608887,0.06174376234412193,-1.0189666748046875,-0.39094647765159607,-0.19524040818214417,-0.8978464007377625,-0.13651855289936066,-0.3099042773246765,-1.2735251188278198,-0.2701475918292999,-0.21335603296756744,-1.2033246755599976,-0.3301825225353241,-0.13413643836975098,-1.0081140995025635,-0.3449379503726959,-0.34884700179100037,-0.7518879771232605,-0.1761046051979065,-0.47889646887779236,-1.0502150058746338,-0.27843034267425537,-0.41175779700279236,-1.0748332738876343,-0.3335394561290741,-0.3294995129108429,-0.9750146865844727,-0.36058279871940613,0.4872766137123108,0.8844785094261169,0.3029484450817108,0.24358013272285461,0.2901587188243866
