label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67
B,0.0,0.0,0.0,0.19319866597652435,-0.2874956429004669,-0.05321316793560982,0.25559642910957336,-0.6680448651313782,-0.06355752795934677,0.14755316078662872,-0.9327011108398438,-0.08042804151773453,-0.016181692481040955,-1.0179911851882935,-0.0993255153298378,0.0730312243103981,-1.0026406049728394,0.006074329372495413,0.08789487928152084,-1.3437120914459229,-0.043309424072504044,0.09875445067882538,-1.547835111618042,-0.09840571880340576,0.10501357913017273,-1.7378695011138916,-0.1477828025817871,-0.04838073253631592,-0.9984512329101562,-0.027466347441077232,-0.04615548253059387,-1.3720293045043945,-0.07618206739425659,-0.02903488650918007,-1.6311243772506714,-0.1443181037902832,-0.024081751704216003,-1.854561686515808,-0.20306280255317688,-0.15216083824634552,-0.9121562242507935,-0.07495539635419846,-0.19700480997562408,-1.2708759307861328,-0.13400685787200928,-0.20960980653762817,-1.5135982036590576,-0.20816265046596527,-0.22580590844154358,-1.7176918983459473,-0.26425793766975403,-0.2450631856918335,-0.7594953179359436,-0.12987010180950165,-0.30061063170433044,-1.0394178628921509,-0.18655887246131897,-0.316424697637558,-1.2421844005584717,-0.23589295148849487,-0.32953783869743347,-1.4331797361373901,-0.278596967458725,0.4445279538631439,0.7518353462219238,0.8742708563804626,0.8307507038116455,0.6950584650039673
B,0.0,0.0,0.0,0.19430889189243317,-0.2786802351474762,-0.06098883971571922,0.2701084017753601,-0.6602461338043213,-0.07565680891275406,0.15860122442245483,-0.9255926012992859,-0.0948561504483223,-0.013131937012076378,-1.0053439140319824,-0.11627079546451569,0.07853969186544418,-1.0017720460891724,-0.007572600152343512,0.08791345357894897,-1.3432549238204956,-0.06196117028594017,0.09535014629364014,-1.552027702331543,-0.1203686073422432,0.09787172824144363,-1.7442814111709595,-0.17075121402740479,-0.04451934993267059,-0.9983225464820862,-0.03701568767428398,-0.04369771108031273,-1.3718901872634888,-0.08682025223970413,-0.030065273866057396,-1.6322897672653198,-0.1526704579591751,-0.02937060035765171,-1.8572701215744019,-0.20899651944637299,-0.1469128578901291,-0.9150206446647644,-0.0805732011795044,-0.19332286715507507,-1.2753407955169678,-0.1376868635416031,-0.20764607191085815,-1.5196415185928345,-0.2067568600177765,-0.22566333413124084,-1.7238014936447144,-0.25917068123817444,-0.23966649174690247,-0.7674670219421387,-0.1327669471502304,-0.29731497168540955,-1.0442962646484375,-0.18542437255382538,-0.31391772627830505,-1.246166467666626,-0.23015815019607544,-0.3291427493095398,-1.435660481452942,-0.26930901408195496,0.4482935070991516,0.7604743838310242,0.8761265873908997,0.8320006728172302,0.6878461241722107
B,0.0,0.0,0.0,0.19430889189243317,-0.2786802351474762,-0.06098883971571922,0.2701084017753601,-0.6602461338043213,-0.07565680891275406,0.15860122442245483,-0.9255926012992859,-0.0948561504483223,-0.013131937012076378,-1.0053439140319824,-0.11627079546451569,0.07853969186544418,-1.0017720460891724,-0.007572600152343512,0.08791345357894897,-1.3432549238204956,-0.06196117028594017,0.09535014629364014,-1.552027702331543,-0.1203686073422432,0.09787172824144363,-1.7442814111709595,-0.17075121402740479,-0.04451934993267059,-0.9983225464820862,-0.03701568767428398,-0.04369771108031273,-1.3718901872634888,-0.08682025223970413,-0.030065273866057396,-1.6322897672653198,-0.1526704579591751,-0.02937060035765171,-1.8572701215744019,-0.20899651944637299,-0.1469128578901291,-0.9150206446647644,-0.0805732011795044,-0.19332286715507507,-1.2753407955169678,-0.1376868635416031,-0.20764607191085815,-1.5196415185928345,-0.2067568600177765,-0.22566333413124084,-1.7238014936447144,-0.25917068123817444,-0.23966649174690247,-0.7674670219421387,-0.1327669471502304,-0.29731497168540955,-1.0442962646484375,-0.18542437255382538,-0.31391772627830505,-1.246166467666626,-0.23015815019607544,-0.3291427493095398,-1.435660481452942,-0.26930901408195496,0.4482935070991516,0.7604743838310242,0.8761265873908997,0.8320006728172302,0.6878461241722107
B,0.0,0.0,0.0,0.18316231667995453,-0.27423959970474243,-0.05877090245485306,0.2426183521747589,-0.6575774550437927,-0.07431589066982269,0.12183008342981339,-0.9139255881309509,-0.09529663622379303,-0.04863482713699341,-0.9887509942054749,-0.11880244314670563,0.054632462561130524,-1.0053452253341675,-0.010223018936812878,0.06212734058499336,-1.3451346158981323,-0.064270980656147,0.07196931540966034,-1.5541932582855225,-0.12107088416814804,0.07696568965911865,-1.7477362155914307,-0.17075277864933014,-0.07308900356292725,-0.9964309930801392,-0.042228713631629944,-0.08138065040111542,-1.365736961364746,-0.0934133231639862,-0.06536603718996048,-1.62552011013031,-0.15947021543979645,-0.05975361168384552,-1.8532960414886475,-0.21542659401893616,-0.17884474992752075,-0.9058828353881836,-0.08796650916337967,-0.23396582901477814,-1.2680410146713257,-0.14798219501972198,-0.24565264582633972,-1.5113402605056763,-0.2189403623342514,-0.2599092125892639,-1.7180759906768799,-0.2718938887119293,-0.2703417241573334,-0.7514221668243408,-0.14153210818767548,-0.3361911177635193,-1.0315937995910645,-0.19835421442985535,-0.35432419180870056,-1.2349838018417358,-0.24545586109161377,-0.369068443775177,-1.427512526512146,-0.2853347957134247,0.4432644546031952,0.7598769068717957,0.874295711517334,0.8366949558258057,0.6982294321060181
B,0.0,0.0,0.0,0.18638533353805542,-0.2969207465648651,-0.04957890883088112,0.23198798298835754,-0.6688453555107117,-0.061074014753103256,0.10504972189664841,-0.9207190275192261,-0.079213947057724,-0.0569598563015461,-0.9945327043533325,-0.10090594738721848,0.05642704665660858,-0.9984461665153503,-0.0030490518547594547,0.06069408729672432,-1.3487651348114014,-0.05174065753817558,0.06413040310144424,-1.5547938346862793,-0.10537873953580856,0.06736300885677338,-1.7524915933609009,-0.15426355600357056,-0.06821642071008682,-0.9969802498817444,-0.037107087671756744,-0.07742548733949661,-1.3764028549194336,-0.08247235417366028,-0.07004515826702118,-1.631909728050232,-0.1456814706325531,-0.06918755173683167,-1.8586519956588745,-0.2020432949066162,-0.17480574548244476,-0.9105468392372131,-0.08370929211378098,-0.2331312745809555,-1.2764747142791748,-0.13845455646514893,-0.2537941038608551,-1.5218390226364136,-0.20685866475105286,-0.27384400367736816,-1.7306411266326904,-0.26043933629989624,-0.266781747341156,-0.7554873824119568,-0.13747619092464447,-0.3352270722389221,-1.0390819311141968,-0.1910824328660965,-0.35649189352989197,-1.241040825843811,-0.23528032004833221,-0.3733082413673401,-1.4280474185943604,-0.2745562791824341,0.4372066557407379,0.7691358327865601,0.8773158192634583,0.8447465300559998,0.694604754447937
B,0.0,0.0,0.0,0.19179846346378326,-0.28000137209892273,-0.061693403869867325,0.24638836085796356,-0.6463791131973267,-0.07754527777433395,0.11246085911989212,-0.9063408374786377,-0.09727907925844193,-0.0537315271794796,-0.9774914979934692,-0.1190398558974266,0.06393852829933167,-0.9941787123680115,-0.0076236543245613575,0.06609427183866501,-1.3318666219711304,-0.055015772581100464,0.06943897902965546,-1.5288853645324707,-0.10969951003789902,0.07442858815193176,-1.722415804862976,-0.16022515296936035,-0.06069468706846237,-0.9975691437721252,-0.034234728664159775,-0.06713834404945374,-1.3672432899475098,-0.07659949362277985,-0.05496921390295029,-1.6128264665603638,-0.13888075947761536,-0.04980892688035965,-1.8341104984283447,-0.19563506543636322,-0.1664796769618988,-0.9155666828155518,-0.07454509288072586,-0.21832847595214844,-1.2748348712921143,-0.12782956659793854,-0.2368239164352417,-1.5089150667190552,-0.1961906999349594,-0.2584098279476166,-1.7094848155975342,-0.2499176263809204,-0.25850149989128113,-0.7619926333427429,-0.12326062470674515,-0.3201731741428375,-1.0398333072662354,-0.17531612515449524,-0.3439517915248871,-1.2370195388793945,-0.21993772685527802,-0.3675788640975952,-1.4207088947296143,-0.2599250078201294,0.44880858063697815,0.7441279888153076,0.8520387411117554,0.8182375431060791,0.6815292835235596
B,0.0,0.0,0.0,0.19179846346378326,-0.28000137209892273,-0.061693403869867325,0.24638836085796356,-0.6463791131973267,-0.07754527777433395,0.11246085911989212,-0.9063408374786377,-0.09727907925844193,-0.0537315271794796,-0.9774914979934692,-0.1190398558974266,0.06393852829933167,-0.9941787123680115,-0.0076236543245613575,0.06609427183866501,-1.3318666219711304,-0.055015772581100464,0.06943897902965546,-1.5288853645324707,-0.10969951003789902,0.07442858815193176,-1.722415804862976,-0.16022515296936035,-0.06069468706846237,-0.9975691437721252,-0.034234728664159775,-0.06713834404945374,-1.3672432899475098,-0.07659949362277985,-0.05496921390295029,-1.6128264665603638,-0.13888075947761536,-0.04980892688035965,-1.8341104984283447,-0.19563506543636322,-0.1664796769618988,-0.9155666828155518,-0.07454509288072586,-0.21832847595214844,-1.2748348712921143,-0.12782956659793854,-0.2368239164352417,-1.5089150667190552,-0.1961906999349594,-0.2584098279476166,-1.7094848155975342,-0.2499176263809204,-0.25850149989128113,-0.7619926333427429,-0.12326062470674515,-0.3201731741428375,-1.0398333072662354,-0.17531612515449524,-0.3439517915248871,-1.2370195388793945,-0.21993772685527802,-0.3675788640975952,-1.4207088947296143,-0.2599250078201294,0.44880858063697815,0.7441279888153076,0.8520387411117554,0.8182375431060791,0.6815292835235596
B,0.0,0.0,0.0,0.18370185792446136,-0.279229074716568,-0.06660022586584091,0.24396947026252747,-0.6359755992889404,-0.08779188990592957,0.1051187738776207,-0.8878875374794006,-0.1120724007487297,-0.05457982048392296,-0.9822667241096497,-0.1376844346523285,0.056396570056676865,-0.9942321181297302,-0.011637715622782707,0.06049017235636711,-1.3311961889266968,-0.06476379930973053,0.06319797784090042,-1.528412103652954,-0.12286051362752914,0.06898686289787292,-1.7237944602966309,-0.17465148866176605,-0.0678388848900795,-0.9970109462738037,-0.03697347640991211,-0.0766339972615242,-1.371431827545166,-0.08387505263090134,-0.06807368993759155,-1.6161470413208008,-0.14846889674663544,-0.0653972327709198,-1.8403663635253906,-0.20678329467773438,-0.17296716570854187,-0.9164283871650696,-0.07674038410186768,-0.2280580848455429,-1.2762151956558228,-0.13268636167049408,-0.24716544151306152,-1.5096205472946167,-0.20041215419769287,-0.269103080034256,-1.713054895401001,-0.2539422810077667,-0.2643575370311737,-0.7667444944381714,-0.12527517974376678,-0.3301289677619934,-1.0429368019104004,-0.1780257374048233,-0.3538888394832611,-1.239758014678955,-0.22140620648860931,-0.376304566860199,-1.4279481172561646,-0.2605539858341217,0.45993316173553467,0.7476584315299988,0.860284686088562,0.821739912033081,0.6841219067573547
B,0.0,0.0,0.0,0.18370185792446136,-0.279229074716568,-0.06660022586584091,0.24396947026252747,-0.6359755992889404,-0.08779188990592957,0.1051187738776207,-0.8878875374794006,-0.1120724007487297,-0.05457982048392296,-0.9822667241096497,-0.1376844346523285,0.056396570056676865,-0.9942321181297302,-0.011637715622782707,0.06049017235636711,-1.3311961889266968,-0.06476379930973053,0.06319797784090042,-1.528412103652954,-0.12286051362752914,0.06898686289787292,-1.7237944602966309,-0.17465148866176605,-0.0678388848900795,-0.9970109462738037,-0.03697347640991211,-0.0766339972615242,-1.371431827545166,-0.08387505263090134,-0.06807368993759155,-1.6161470413208008,-0.14846889674663544,-0.0653972327709198,-1.8403663635253906,-0.20678329467773438,-0.17296716570854187,-0.9164283871650696,-0.07674038410186768,-0.2280580848455429,-1.2762151956558228,-0.13268636167049408,-0.24716544151306152,-1.5096205472946167,-0.20041215419769287,-0.269103080034256,-1.713054895401001,-0.2539422810077667,-0.2643575370311737,-0.7667444944381714,-0.12527517974376678,-0.3301289677619934,-1.0429368019104004,-0.1780257374048233,-0.3538888394832611,-1.239758014678955,-0.22140620648860931,-0.376304566860199,-1.4279481172561646,-0.2605539858341217,0.45993316173553467,0.7476584315299988,0.860284686088562,0.821739912033081,0.6841219067573547
B,0.0,0.0,0.0,0.18638338148593903,-0.2879478633403778,-0.06694738566875458,0.24007904529571533,-0.6505192518234253,-0.08799327909946442,0.09970863908529282,-0.902560293674469,-0.11257880926132202,-0.06371241807937622,-0.9907980561256409,-0.138637512922287,0.053402382880449295,-0.9944511651992798,-0.01103067584335804,0.05368645861744881,-1.3407303094863892,-0.06644770503044128,0.05590354651212692,-1.545752763748169,-0.1260739415884018,0.0596432089805603,-1.7450274229049683,-0.17821916937828064,-0.07375771552324295,-0.996589183807373,-0.03701014816761017,-0.0856396034359932,-1.3737753629684448,-0.08586230129003525,-0.07920973747968674,-1.6251524686813354,-0.15111985802650452,-0.07902422547340393,-1.8494782447814941,-0.20902487635612488,-0.18212930858135223,-0.9156644940376282,-0.07785160839557648,-0.2400185912847519,-1.2800567150115967,-0.13482511043548584,-0.26115882396698,-1.5189695358276367,-0.2023160457611084,-0.28375014662742615,-1.7235400676727295,-0.2547425329685211,-0.2772769331932068,-0.7655832171440125,-0.12779183685779572,-0.3443818986415863,-1.045627474784851,-0.18108640611171722,-0.3698517978191376,-1.245271921157837,-0.22385826706886292,-0.39305856823921204,-1.431648850440979,-0.2618279457092285,0.4589594602584839,0.76899653673172,0.870078444480896,0.8332347273826599,0.6892129778862
